<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.09.13	03:22:00	1.01375	1.01393	1.01375	1.01379	73	0	0
2022.09.13	03:23:00	1.01381	1.01381	1.01370	1.01377	77	0	0
2022.09.13	03:24:00	1.01377	1.01377	1.01351	1.01353	55	0	0
2022.09.13	03:25:00	1.01354	1.01357	1.01334	1.01336	49	0	0
2022.09.13	03:26:00	1.01336	1.01344	1.01325	1.01327	55	0	1
2022.09.13	03:27:00	1.01327	1.01330	1.01321	1.01325	46	0	1
2022.09.13	03:28:00	1.01325	1.01329	1.01321	1.01326	34	0	1
2022.09.13	03:29:00	1.01326	1.01338	1.01326	1.01335	31	0	1
2022.09.13	03:30:00	1.01335	1.01345	1.01332	1.01342	43	0	0
2022.09.13	03:31:00	1.01343	1.01351	1.01330	1.01351	54	0	1
2022.09.13	03:32:00	1.01351	1.01356	1.01349	1.01350	35	0	1
2022.09.13	03:33:00	1.01351	1.01366	1.01351	1.01361	81	0	1
2022.09.13	03:34:00	1.01361	1.01368	1.01361	1.01363	47	0	1
2022.09.13	03:35:00	1.01363	1.01392	1.01363	1.01385	57	0	1
2022.09.13	03:36:00	1.01385	1.01386	1.01376	1.01377	43	0	1
2022.09.13	03:37:00	1.01377	1.01381	1.01369	1.01369	31	0	1
2022.09.13	03:38:00	1.01370	1.01383	1.01366	1.01366	29	0	0
2022.09.13	03:39:00	1.01366	1.01370	1.01360	1.01368	31	0	0
2022.09.13	03:40:00	1.01368	1.01369	1.01357	1.01359	35	0	1
2022.09.13	03:41:00	1.01360	1.01373	1.01358	1.01371	22	0	1
2022.09.13	03:42:00	1.01370	1.01392	1.01370	1.01379	40	0	0
2022.09.13	03:43:00	1.01379	1.01390	1.01371	1.01377	64	0	0
2022.09.13	03:44:00	1.01375	1.01375	1.01354	1.01361	72	0	1
2022.09.13	03:45:00	1.01361	1.01376	1.01360	1.01365	61	0	1
2022.09.13	03:46:00	1.01366	1.01371	1.01364	1.01364	27	0	1
2022.09.13	03:47:00	1.01364	1.01368	1.01362	1.01365	34	0	1
2022.09.13	03:48:00	1.01365	1.01367	1.01360	1.01365	21	0	1
2022.09.13	03:49:00	1.01365	1.01366	1.01355	1.01361	21	0	1
2022.09.13	03:50:00	1.01361	1.01378	1.01347	1.01354	101	0	1
2022.09.13	03:51:00	1.01357	1.01364	1.01342	1.01353	97	0	1
2022.09.13	03:52:00	1.01353	1.01381	1.01352	1.01378	71	0	1
2022.09.13	03:53:00	1.01377	1.01378	1.01364	1.01368	63	0	0
2022.09.13	03:54:00	1.01368	1.01379	1.01350	1.01357	91	0	0
2022.09.13	03:55:00	1.01357	1.01365	1.01348	1.01364	44	0	0
2022.09.13	03:56:00	1.01363	1.01363	1.01346	1.01347	62	0	1
2022.09.13	03:57:00	1.01346	1.01364	1.01346	1.01360	63	0	1
2022.09.13	03:58:00	1.01359	1.01373	1.01358	1.01370	68	0	1
2022.09.13	03:59:00	1.01370	1.01371	1.01349	1.01350	48	0	1
2022.09.13	04:00:00	1.01349	1.01353	1.01342	1.01349	62	0	1
2022.09.13	04:01:00	1.01349	1.01357	1.01342	1.01352	72	0	1
2022.09.13	04:02:00	1.01352	1.01363	1.01348	1.01363	57	0	0
2022.09.13	04:03:00	1.01363	1.01382	1.01363	1.01369	81	0	1
2022.09.13	04:04:00	1.01369	1.01378	1.01364	1.01370	72	0	1
2022.09.13	04:05:00	1.01368	1.01371	1.01352	1.01355	64	0	1
2022.09.13	04:06:00	1.01355	1.01358	1.01347	1.01351	61	0	1
2022.09.13	04:07:00	1.01351	1.01360	1.01348	1.01348	36	0	1
2022.09.13	04:08:00	1.01348	1.01358	1.01348	1.01354	30	0	1
2022.09.13	04:09:00	1.01354	1.01363	1.01353	1.01354	67	0	1
2022.09.13	04:10:00	1.01354	1.01365	1.01350	1.01363	37	0	1
2022.09.13	04:11:00	1.01363	1.01363	1.01347	1.01361	36	0	1
2022.09.13	04:12:00	1.01361	1.01361	1.01341	1.01344	49	0	0
2022.09.13	04:13:00	1.01343	1.01354	1.01337	1.01343	70	0	1
2022.09.13	04:14:00	1.01345	1.01353	1.01331	1.01332	94	0	1
2022.09.13	04:15:00	1.01332	1.01350	1.01327	1.01350	52	0	1
2022.09.13	04:16:00	1.01350	1.01350	1.01329	1.01329	69	0	1
2022.09.13	04:17:00	1.01329	1.01333	1.01323	1.01329	54	0	1
2022.09.13	04:18:00	1.01330	1.01333	1.01314	1.01314	65	0	1
2022.09.13	04:19:00	1.01314	1.01317	1.01303	1.01304	56	0	1
2022.09.13	04:20:00	1.01304	1.01313	1.01292	1.01295	45	0	0
2022.09.13	04:21:00	1.01296	1.01302	1.01295	1.01296	42	0	1
2022.09.13	04:22:00	1.01295	1.01296	1.01264	1.01270	47	0	0
2022.09.13	04:23:00	1.01269	1.01273	1.01265	1.01270	75	0	0
2022.09.13	04:24:00	1.01269	1.01277	1.01269	1.01275	103	0	0
2022.09.13	04:25:00	1.01276	1.01278	1.01269	1.01278	65	0	0
2022.09.13	04:26:00	1.01277	1.01294	1.01276	1.01294	52	0	1
2022.09.13	04:27:00	1.01294	1.01296	1.01275	1.01275	37	0	1
2022.09.13	04:28:00	1.01276	1.01285	1.01268	1.01268	45	0	0
2022.09.13	04:29:00	1.01268	1.01269	1.01250	1.01255	87	0	1
2022.09.13	04:30:00	1.01257	1.01272	1.01249	1.01267	76	0	0
2022.09.13	04:31:00	1.01266	1.01287	1.01263	1.01286	78	0	1
2022.09.13	04:32:00	1.01285	1.01295	1.01280	1.01292	47	0	1
2022.09.13	04:33:00	1.01290	1.01313	1.01288	1.01311	64	0	1
2022.09.13	04:34:00	1.01310	1.01313	1.01297	1.01308	56	0	1
2022.09.13	04:35:00	1.01307	1.01307	1.01290	1.01305	58	0	0
2022.09.13	04:36:00	1.01305	1.01305	1.01294	1.01295	25	0	1
2022.09.13	04:37:00	1.01294	1.01299	1.01271	1.01296	70	0	0
2022.09.13	04:38:00	1.01297	1.01315	1.01297	1.01310	61	0	0
2022.09.13	04:39:00	1.01309	1.01314	1.01305	1.01310	39	0	0
2022.09.13	04:40:00	1.01316	1.01317	1.01296	1.01300	61	0	0
2022.09.13	04:41:00	1.01300	1.01316	1.01298	1.01316	43	0	1
2022.09.13	04:42:00	1.01316	1.01317	1.01307	1.01310	26	0	0
2022.09.13	04:43:00	1.01310	1.01321	1.01305	1.01316	50	0	1
2022.09.13	04:44:00	1.01316	1.01326	1.01312	1.01315	54	0	0
2022.09.13	04:45:00	1.01314	1.01325	1.01307	1.01324	60	0	0
2022.09.13	04:46:00	1.01324	1.01325	1.01310	1.01312	42	0	1
2022.09.13	04:47:00	1.01311	1.01326	1.01311	1.01324	42	0	0
2022.09.13	04:48:00	1.01325	1.01326	1.01315	1.01325	63	0	1
2022.09.13	04:49:00	1.01326	1.01330	1.01319	1.01330	53	0	0
2022.09.13	04:50:00	1.01331	1.01341	1.01329	1.01335	34	0	1
2022.09.13	04:51:00	1.01334	1.01340	1.01331	1.01339	40	0	1
2022.09.13	04:52:00	1.01339	1.01346	1.01338	1.01341	29	0	0
2022.09.13	04:53:00	1.01341	1.01342	1.01334	1.01341	22	0	0
2022.09.13	04:54:00	1.01341	1.01360	1.01341	1.01358	50	0	0
2022.09.13	04:55:00	1.01358	1.01358	1.01340	1.01341	61	0	0
2022.09.13	04:56:00	1.01341	1.01341	1.01328	1.01341	44	0	0
2022.09.13	04:57:00	1.01341	1.01341	1.01332	1.01333	21	0	1
2022.09.13	04:58:00	1.01333	1.01336	1.01321	1.01321	45	0	1
2022.09.13	04:59:00	1.01322	1.01354	1.01322	1.01352	63	0	0
2022.09.13	05:00:00	1.01352	1.01352	1.01329	1.01338	84	0	0
2022.09.13	05:01:00	1.01339	1.01342	1.01324	1.01331	67	0	0
2022.09.13	05:02:00	1.01331	1.01337	1.01325	1.01326	66	0	0
2022.09.13	05:03:00	1.01325	1.01339	1.01317	1.01335	71	0	1
2022.09.13	05:04:00	1.01335	1.01338	1.01332	1.01337	40	0	1
2022.09.13	05:05:00	1.01335	1.01338	1.01323	1.01324	47	0	1
2022.09.13	05:06:00	1.01324	1.01325	1.01321	1.01324	42	0	0
2022.09.13	05:07:00	1.01323	1.01328	1.01321	1.01326	27	0	0
2022.09.13	05:08:00	1.01325	1.01335	1.01314	1.01315	37	0	0
2022.09.13	05:09:00	1.01315	1.01318	1.01306	1.01306	29	0	1
2022.09.13	05:10:00	1.01307	1.01318	1.01307	1.01311	36	0	0
2022.09.13	05:11:00	1.01312	1.01320	1.01304	1.01304	48	0	0
2022.09.13	05:12:00	1.01305	1.01305	1.01294	1.01303	41	0	0
2022.09.13	05:13:00	1.01303	1.01306	1.01294	1.01295	33	0	1
2022.09.13	05:14:00	1.01295	1.01303	1.01295	1.01301	24	0	1
2022.09.13	05:15:00	1.01301	1.01312	1.01301	1.01301	39	0	1
2022.09.13	05:16:00	1.01301	1.01310	1.01295	1.01310	41	0	0
2022.09.13	05:17:00	1.01309	1.01311	1.01300	1.01305	16	0	1
2022.09.13	05:18:00	1.01306	1.01319	1.01306	1.01307	61	0	1
2022.09.13	05:19:00	1.01306	1.01320	1.01306	1.01317	49	0	1
2022.09.13	05:20:00	1.01315	1.01316	1.01305	1.01306	62	0	0
2022.09.13	05:21:00	1.01306	1.01306	1.01280	1.01281	44	0	1
2022.09.13	05:22:00	1.01281	1.01283	1.01266	1.01270	49	0	1
2022.09.13	05:23:00	1.01271	1.01273	1.01265	1.01265	57	0	0
2022.09.13	05:24:00	1.01262	1.01265	1.01251	1.01253	41	0	0
2022.09.13	05:25:00	1.01253	1.01254	1.01241	1.01249	41	0	0
2022.09.13	05:26:00	1.01250	1.01262	1.01243	1.01251	35	0	0
2022.09.13	05:27:00	1.01251	1.01255	1.01250	1.01251	25	0	1
2022.09.13	05:28:00	1.01251	1.01266	1.01251	1.01263	27	0	1
2022.09.13	05:29:00	1.01265	1.01288	1.01265	1.01282	47	0	1
2022.09.13	05:30:00	1.01283	1.01284	1.01279	1.01281	26	0	1
2022.09.13	05:31:00	1.01281	1.01282	1.01276	1.01280	35	0	0
2022.09.13	05:32:00	1.01280	1.01287	1.01277	1.01282	33	0	0
2022.09.13	05:33:00	1.01283	1.01285	1.01276	1.01281	46	0	0
2022.09.13	05:34:00	1.01284	1.01285	1.01278	1.01281	43	0	1
2022.09.13	05:35:00	1.01281	1.01299	1.01281	1.01299	39	0	0
2022.09.13	05:36:00	1.01299	1.01316	1.01296	1.01297	34	0	1
2022.09.13	05:37:00	1.01297	1.01302	1.01297	1.01301	11	0	1
2022.09.13	05:38:00	1.01302	1.01302	1.01298	1.01299	18	0	1
2022.09.13	05:39:00	1.01299	1.01305	1.01299	1.01302	30	0	1
2022.09.13	05:40:00	1.01301	1.01303	1.01300	1.01303	37	0	1
2022.09.13	05:41:00	1.01302	1.01326	1.01300	1.01321	43	0	1
2022.09.13	05:42:00	1.01321	1.01330	1.01321	1.01324	41	0	0
2022.09.13	05:43:00	1.01325	1.01334	1.01322	1.01325	37	0	1
2022.09.13	05:44:00	1.01324	1.01329	1.01321	1.01328	42	0	1
2022.09.13	05:45:00	1.01329	1.01330	1.01322	1.01323	30	0	1
2022.09.13	05:46:00	1.01323	1.01323	1.01310	1.01311	31	0	1
2022.09.13	05:47:00	1.01311	1.01312	1.01301	1.01302	21	0	1
2022.09.13	05:48:00	1.01305	1.01306	1.01299	1.01299	17	0	1
2022.09.13	05:49:00	1.01299	1.01312	1.01298	1.01311	37	0	1
2022.09.13	05:50:00	1.01311	1.01313	1.01308	1.01312	19	0	1
2022.09.13	05:51:00	1.01312	1.01316	1.01309	1.01311	58	0	1
2022.09.13	05:52:00	1.01311	1.01315	1.01311	1.01311	23	0	1
2022.09.13	05:53:00	1.01311	1.01319	1.01310	1.01319	11	0	1
2022.09.13	05:54:00	1.01316	1.01328	1.01312	1.01326	41	0	1
2022.09.13	05:55:00	1.01325	1.01334	1.01322	1.01326	21	0	0
2022.09.13	05:56:00	1.01326	1.01333	1.01325	1.01333	28	0	0
2022.09.13	05:57:00	1.01333	1.01333	1.01321	1.01321	7	0	1
2022.09.13	05:58:00	1.01321	1.01327	1.01321	1.01327	4	0	0
2022.09.13	05:59:00	1.01327	1.01327	1.01310	1.01310	17	0	1
2022.09.13	06:00:00	1.01310	1.01311	1.01300	1.01301	34	0	0
2022.09.13	06:01:00	1.01302	1.01305	1.01289	1.01293	41	0	0
2022.09.13	06:02:00	1.01291	1.01291	1.01276	1.01282	28	0	0
2022.09.13	06:03:00	1.01282	1.01285	1.01280	1.01283	21	0	1
2022.09.13	06:04:00	1.01282	1.01286	1.01281	1.01286	10	0	1
2022.09.13	06:05:00	1.01291	1.01301	1.01290	1.01301	12	0	0
2022.09.13	06:06:00	1.01300	1.01309	1.01300	1.01309	15	0	0
2022.09.13	06:07:00	1.01309	1.01317	1.01306	1.01316	13	0	0
2022.09.13	06:08:00	1.01316	1.01317	1.01311	1.01316	42	0	1
2022.09.13	06:09:00	1.01317	1.01317	1.01294	1.01295	14	0	0
2022.09.13	06:10:00	1.01294	1.01301	1.01291	1.01294	42	0	1
2022.09.13	06:11:00	1.01295	1.01298	1.01292	1.01297	30	0	0
2022.09.13	06:12:00	1.01302	1.01304	1.01290	1.01296	40	0	1
2022.09.13	06:13:00	1.01296	1.01319	1.01296	1.01313	52	0	1
2022.09.13	06:14:00	1.01312	1.01322	1.01312	1.01322	33	0	1
2022.09.13	06:15:00	1.01321	1.01326	1.01321	1.01323	25	0	0
2022.09.13	06:16:00	1.01326	1.01333	1.01325	1.01327	37	0	1
2022.09.13	06:17:00	1.01327	1.01331	1.01322	1.01324	18	0	0
2022.09.13	06:18:00	1.01324	1.01331	1.01323	1.01324	13	0	1
2022.09.13	06:19:00	1.01324	1.01324	1.01317	1.01318	14	0	0
2022.09.13	06:20:00	1.01317	1.01317	1.01317	1.01317	1	0	10
2022.09.13	06:21:00	1.01321	1.01334	1.01321	1.01334	32	0	1
2022.09.13	06:22:00	1.01334	1.01338	1.01328	1.01331	45	0	1
2022.09.13	06:23:00	1.01331	1.01331	1.01317	1.01317	50	0	1
2022.09.13	06:24:00	1.01317	1.01317	1.01303	1.01307	50	0	1
2022.09.13	06:25:00	1.01307	1.01314	1.01301	1.01308	34	0	1
2022.09.13	06:26:00	1.01308	1.01317	1.01302	1.01314	43	0	0
2022.09.13	06:27:00	1.01313	1.01315	1.01299	1.01309	34	0	0
2022.09.13	06:28:00	1.01308	1.01322	1.01307	1.01321	29	0	1
2022.09.13	06:29:00	1.01321	1.01323	1.01320	1.01320	9	0	1
2022.09.13	06:30:00	1.01320	1.01321	1.01311	1.01311	17	0	0
2022.09.13	06:31:00	1.01311	1.01312	1.01302	1.01305	23	0	1
2022.09.13	06:32:00	1.01305	1.01311	1.01304	1.01307	9	0	1
2022.09.13	06:33:00	1.01306	1.01311	1.01303	1.01305	17	0	0
2022.09.13	06:34:00	1.01299	1.01299	1.01293	1.01294	13	0	0
2022.09.13	06:35:00	1.01295	1.01296	1.01286	1.01292	18	0	0
2022.09.13	06:36:00	1.01292	1.01292	1.01287	1.01289	25	0	1
2022.09.13	06:37:00	1.01291	1.01296	1.01291	1.01293	32	0	1
2022.09.13	06:38:00	1.01293	1.01293	1.01283	1.01284	17	0	1
2022.09.13	06:39:00	1.01280	1.01283	1.01277	1.01282	34	0	1
2022.09.13	06:40:00	1.01280	1.01281	1.01276	1.01277	25	0	1
2022.09.13	06:41:00	1.01277	1.01280	1.01272	1.01276	32	0	1
2022.09.13	06:42:00	1.01276	1.01276	1.01263	1.01266	17	0	0
2022.09.13	06:43:00	1.01272	1.01272	1.01267	1.01272	16	0	1
2022.09.13	06:44:00	1.01272	1.01277	1.01265	1.01266	23	0	1
2022.09.13	06:45:00	1.01266	1.01277	1.01266	1.01276	41	0	1
2022.09.13	06:46:00	1.01279	1.01286	1.01279	1.01281	35	0	1
2022.09.13	06:47:00	1.01281	1.01303	1.01281	1.01298	43	0	0
2022.09.13	06:48:00	1.01296	1.01298	1.01293	1.01296	17	0	1
2022.09.13	06:49:00	1.01299	1.01312	1.01298	1.01310	30	0	1
2022.09.13	06:50:00	1.01310	1.01311	1.01303	1.01308	36	0	1
2022.09.13	06:51:00	1.01308	1.01309	1.01304	1.01306	25	0	1
2022.09.13	06:52:00	1.01306	1.01306	1.01299	1.01300	34	0	1
2022.09.13	06:53:00	1.01299	1.01299	1.01286	1.01287	28	0	1
2022.09.13	06:54:00	1.01287	1.01298	1.01287	1.01298	15	0	0
2022.09.13	06:55:00	1.01304	1.01310	1.01301	1.01301	24	0	1
2022.09.13	06:56:00	1.01302	1.01304	1.01301	1.01303	19	0	1
2022.09.13	06:57:00	1.01302	1.01303	1.01302	1.01303	14	0	1
2022.09.13	06:58:00	1.01297	1.01298	1.01297	1.01298	2	0	9
2022.09.13	06:59:00	1.01297	1.01302	1.01294	1.01302	12	0	1
2022.09.13	07:00:00	1.01304	1.01307	1.01298	1.01298	31	0	0
2022.09.13	07:01:00	1.01298	1.01300	1.01293	1.01295	17	0	0
2022.09.13	07:02:00	1.01295	1.01296	1.01272	1.01280	42	0	0
2022.09.13	07:03:00	1.01282	1.01287	1.01272	1.01287	28	0	0
2022.09.13	07:04:00	1.01287	1.01290	1.01286	1.01288	12	0	0
2022.09.13	07:05:00	1.01288	1.01292	1.01287	1.01287	13	0	0
2022.09.13	07:06:00	1.01289	1.01290	1.01287	1.01289	15	0	0
2022.09.13	07:07:00	1.01289	1.01289	1.01286	1.01287	29	0	0
2022.09.13	07:08:00	1.01287	1.01298	1.01286	1.01298	14	0	0
2022.09.13	07:09:00	1.01297	1.01298	1.01293	1.01294	27	0	0
2022.09.13	07:10:00	1.01294	1.01301	1.01291	1.01300	37	0	0
2022.09.13	07:11:00	1.01300	1.01302	1.01289	1.01290	38	0	0
2022.09.13	07:12:00	1.01290	1.01296	1.01285	1.01296	24	0	0
2022.09.13	07:13:00	1.01297	1.01299	1.01295	1.01296	30	0	0
2022.09.13	07:14:00	1.01297	1.01297	1.01293	1.01294	27	0	0
2022.09.13	07:15:00	1.01295	1.01296	1.01293	1.01294	20	0	0
2022.09.13	07:16:00	1.01294	1.01299	1.01293	1.01298	50	0	0
2022.09.13	07:17:00	1.01298	1.01299	1.01294	1.01296	9	0	0
2022.09.13	07:18:00	1.01296	1.01296	1.01292	1.01294	23	0	0
2022.09.13	07:19:00	1.01294	1.01295	1.01293	1.01295	4	0	0
2022.09.13	07:20:00	1.01298	1.01300	1.01296	1.01296	10	0	0
2022.09.13	07:21:00	1.01297	1.01298	1.01291	1.01298	14	0	0
2022.09.13	07:22:00	1.01297	1.01298	1.01295	1.01296	10	0	0
2022.09.13	07:23:00	1.01296	1.01298	1.01292	1.01292	8	0	0
2022.09.13	07:24:00	1.01292	1.01294	1.01292	1.01294	14	0	0
2022.09.13	07:25:00	1.01294	1.01294	1.01292	1.01294	6	0	0
2022.09.13	07:26:00	1.01297	1.01298	1.01296	1.01298	8	0	0
2022.09.13	07:27:00	1.01298	1.01300	1.01298	1.01298	5	0	0
2022.09.13	07:28:00	1.01298	1.01300	1.01296	1.01297	12	0	0
2022.09.13	07:29:00	1.01300	1.01300	1.01295	1.01296	4	0	0
2022.09.13	07:30:00	1.01296	1.01296	1.01286	1.01287	13	0	0
2022.09.13	07:31:00	1.01286	1.01286	1.01282	1.01285	33	0	0
2022.09.13	07:32:00	1.01286	1.01297	1.01284	1.01297	25	0	0
2022.09.13	07:33:00	1.01296	1.01298	1.01296	1.01297	12	0	0
2022.09.13	07:34:00	1.01297	1.01302	1.01297	1.01300	12	0	0
2022.09.13	07:35:00	1.01301	1.01301	1.01286	1.01289	23	0	0
2022.09.13	07:36:00	1.01290	1.01290	1.01272	1.01278	54	0	0
2022.09.13	07:37:00	1.01275	1.01278	1.01273	1.01277	11	0	0
2022.09.13	07:38:00	1.01275	1.01278	1.01267	1.01267	18	0	0
2022.09.13	07:39:00	1.01266	1.01272	1.01265	1.01270	24	0	0
2022.09.13	07:40:00	1.01270	1.01272	1.01265	1.01266	11	0	0
2022.09.13	07:41:00	1.01261	1.01263	1.01261	1.01263	4	0	0
2022.09.13	07:42:00	1.01257	1.01257	1.01225	1.01225	46	0	0
2022.09.13	07:43:00	1.01225	1.01232	1.01208	1.01211	71	0	0
2022.09.13	07:44:00	1.01212	1.01222	1.01195	1.01210	108	0	0
2022.09.13	07:45:00	1.01210	1.01227	1.01208	1.01225	66	0	0
2022.09.13	07:46:00	1.01225	1.01232	1.01221	1.01224	38	0	0
2022.09.13	07:47:00	1.01223	1.01229	1.01220	1.01222	26	0	0
2022.09.13	07:48:00	1.01223	1.01229	1.01222	1.01228	39	0	0
2022.09.13	07:49:00	1.01226	1.01250	1.01226	1.01248	37	0	0
2022.09.13	07:50:00	1.01248	1.01255	1.01243	1.01251	47	0	0
2022.09.13	07:51:00	1.01254	1.01263	1.01253	1.01258	20	0	0
2022.09.13	07:52:00	1.01261	1.01263	1.01242	1.01263	51	0	0
2022.09.13	07:53:00	1.01262	1.01282	1.01261	1.01277	41	0	0
2022.09.13	07:54:00	1.01276	1.01276	1.01268	1.01270	32	0	0
2022.09.13	07:55:00	1.01270	1.01274	1.01267	1.01274	25	0	0
2022.09.13	07:56:00	1.01275	1.01275	1.01265	1.01270	27	0	0
2022.09.13	07:57:00	1.01270	1.01285	1.01270	1.01282	47	0	0
2022.09.13	07:58:00	1.01283	1.01283	1.01277	1.01277	46	0	0
2022.09.13	07:59:00	1.01277	1.01290	1.01277	1.01285	11	0	0
2022.09.13	08:00:00	1.01282	1.01293	1.01281	1.01291	37	0	0
2022.09.13	08:01:00	1.01291	1.01291	1.01282	1.01283	63	0	0
2022.09.13	08:02:00	1.01283	1.01301	1.01283	1.01297	26	0	0
2022.09.13	08:03:00	1.01301	1.01302	1.01292	1.01293	13	0	0
2022.09.13	08:04:00	1.01292	1.01292	1.01272	1.01281	35	0	0
2022.09.13	08:05:00	1.01281	1.01283	1.01274	1.01277	22	0	0
2022.09.13	08:06:00	1.01278	1.01283	1.01278	1.01283	20	0	0
2022.09.13	08:07:00	1.01281	1.01292	1.01280	1.01291	18	0	0
2022.09.13	08:08:00	1.01291	1.01291	1.01284	1.01290	29	0	0
2022.09.13	08:09:00	1.01287	1.01288	1.01282	1.01288	18	0	0
2022.09.13	08:10:00	1.01288	1.01293	1.01285	1.01293	13	0	0
2022.09.13	08:11:00	1.01293	1.01314	1.01289	1.01313	47	0	0
2022.09.13	08:12:00	1.01312	1.01317	1.01311	1.01317	12	0	0
2022.09.13	08:13:00	1.01317	1.01331	1.01313	1.01326	47	0	0
2022.09.13	08:14:00	1.01326	1.01343	1.01320	1.01342	40	0	0
2022.09.13	08:15:00	1.01343	1.01355	1.01341	1.01355	45	0	0
2022.09.13	08:16:00	1.01354	1.01365	1.01354	1.01362	29	0	0
2022.09.13	08:17:00	1.01362	1.01382	1.01361	1.01382	42	0	0
2022.09.13	08:18:00	1.01383	1.01386	1.01380	1.01382	36	0	0
2022.09.13	08:19:00	1.01381	1.01383	1.01380	1.01381	11	0	0
2022.09.13	08:20:00	1.01384	1.01398	1.01379	1.01395	43	0	0
2022.09.13	08:21:00	1.01396	1.01396	1.01382	1.01382	14	0	0
2022.09.13	08:22:00	1.01382	1.01384	1.01359	1.01360	32	0	0
2022.09.13	08:23:00	1.01360	1.01364	1.01358	1.01363	21	0	0
2022.09.13	08:24:00	1.01363	1.01377	1.01362	1.01376	24	0	0
2022.09.13	08:25:00	1.01376	1.01377	1.01362	1.01365	35	0	0
2022.09.13	08:26:00	1.01365	1.01370	1.01363	1.01368	15	0	0
2022.09.13	08:27:00	1.01367	1.01372	1.01366	1.01367	48	0	0
2022.09.13	08:28:00	1.01369	1.01383	1.01369	1.01378	26	0	0
2022.09.13	08:29:00	1.01378	1.01388	1.01376	1.01383	28	0	0
2022.09.13	08:30:00	1.01384	1.01390	1.01378	1.01389	70	0	0
2022.09.13	08:31:00	1.01390	1.01393	1.01388	1.01388	20	0	0
2022.09.13	08:32:00	1.01388	1.01388	1.01363	1.01363	57	0	0
2022.09.13	08:33:00	1.01365	1.01390	1.01365	1.01388	29	0	0
2022.09.13	08:34:00	1.01389	1.01391	1.01378	1.01387	53	0	0
2022.09.13	08:35:00	1.01387	1.01393	1.01383	1.01386	31	0	0
2022.09.13	08:36:00	1.01386	1.01386	1.01365	1.01366	35	0	0
2022.09.13	08:37:00	1.01366	1.01371	1.01363	1.01367	31	0	0
2022.09.13	08:38:00	1.01370	1.01377	1.01367	1.01377	34	0	0
2022.09.13	08:39:00	1.01377	1.01377	1.01361	1.01362	30	0	0
2022.09.13	08:40:00	1.01362	1.01362	1.01353	1.01358	54	0	0
2022.09.13	08:41:00	1.01359	1.01364	1.01354	1.01355	85	0	0
2022.09.13	08:42:00	1.01369	1.01393	1.01366	1.01384	49	0	0
2022.09.13	08:43:00	1.01384	1.01384	1.01355	1.01355	66	0	0
2022.09.13	08:44:00	1.01356	1.01370	1.01347	1.01347	84	0	0
2022.09.13	08:45:00	1.01347	1.01355	1.01339	1.01345	66	0	0
2022.09.13	08:46:00	1.01348	1.01350	1.01337	1.01337	49	0	0
2022.09.13	08:47:00	1.01337	1.01352	1.01330	1.01351	79	0	0
2022.09.13	08:48:00	1.01352	1.01352	1.01333	1.01337	40	0	0
2022.09.13	08:49:00	1.01338	1.01338	1.01334	1.01337	9	0	0
2022.09.13	08:50:00	1.01337	1.01339	1.01328	1.01338	50	0	0
2022.09.13	08:51:00	1.01339	1.01345	1.01335	1.01343	43	0	0
2022.09.13	08:52:00	1.01343	1.01356	1.01342	1.01356	58	0	0
2022.09.13	08:53:00	1.01356	1.01360	1.01348	1.01359	44	0	0
2022.09.13	08:54:00	1.01360	1.01365	1.01353	1.01359	55	0	0
2022.09.13	08:55:00	1.01360	1.01365	1.01350	1.01351	56	0	0
2022.09.13	08:56:00	1.01351	1.01351	1.01339	1.01339	29	0	0
2022.09.13	08:57:00	1.01339	1.01349	1.01339	1.01349	13	0	0
2022.09.13	08:58:00	1.01349	1.01385	1.01349	1.01371	31	0	0
2022.09.13	08:59:00	1.01377	1.01396	1.01373	1.01383	59	0	0
2022.09.13	09:00:00	1.01383	1.01408	1.01375	1.01394	178	0	0
2022.09.13	09:01:00	1.01397	1.01442	1.01390	1.01431	167	0	0
2022.09.13	09:02:00	1.01434	1.01439	1.01421	1.01439	100	0	0
2022.09.13	09:03:00	1.01439	1.01439	1.01413	1.01416	95	0	0
2022.09.13	09:04:00	1.01416	1.01427	1.01410	1.01417	98	0	0
2022.09.13	09:05:00	1.01418	1.01437	1.01413	1.01426	108	0	0
2022.09.13	09:06:00	1.01427	1.01432	1.01418	1.01427	74	0	0
2022.09.13	09:07:00	1.01417	1.01427	1.01411	1.01417	60	0	0
2022.09.13	09:08:00	1.01417	1.01429	1.01407	1.01428	80	0	0
2022.09.13	09:09:00	1.01427	1.01439	1.01418	1.01436	116	0	0
2022.09.13	09:10:00	1.01436	1.01479	1.01436	1.01457	175	0	0
2022.09.13	09:11:00	1.01458	1.01462	1.01445	1.01458	99	0	0
2022.09.13	09:12:00	1.01458	1.01488	1.01453	1.01465	127	0	0
2022.09.13	09:13:00	1.01465	1.01490	1.01465	1.01490	104	0	0
2022.09.13	09:14:00	1.01490	1.01490	1.01464	1.01467	99	0	0
2022.09.13	09:15:00	1.01467	1.01490	1.01462	1.01473	131	0	0
2022.09.13	09:16:00	1.01473	1.01475	1.01463	1.01470	91	0	0
2022.09.13	09:17:00	1.01472	1.01472	1.01462	1.01469	81	0	0
2022.09.13	09:18:00	1.01469	1.01469	1.01453	1.01453	86	0	0
